customer_id,gender,age,income,purchase_amt,quantity,region,churn,order_date
1103,Male,35,67444.41,77.86,1,North,1,2022-01-05 06:00:00
1104,Female,46,44373.49,60.42,49,East,0,2022-01-05 07:00:00
1105,Female,53,68491.99,79.9,44,East,0,2022-01-05 08:00:00
1106,Male,44,50065.99,337.66,31,South,0,2022-01-05 09:00:00
1107,Male,39,24021.15,128.54,39,West,0,2022-01-05 10:00:00
1108,Female,55,37316.51,41.15,8,South,0,2022-01-05 11:00:00
1109,Male,34,47252.54,22.78,3,West,1,2022-01-05 12:00:00
1110,Male,50,79627.4,65.38,47,South,0,2022-01-05 13:00:00
1111,Male,34,71220.59,72.1,12,West,0,2022-01-05 14:00:00
1112,Male,43,84229.51,110.34,49,North,0,2022-01-05 15:00:00
1113,Female,36,84765.43,37.11,34,East,0,2022-01-05 16:00:00
1114,Female,37,45374.49,175.07,49,East,0,2022-01-05 17:00:00
1115,Female,33,51607.24,12.44,25,South,0,2022-01-05 18:00:00
1116,Female,54,47596.96,98.64,36,North,0,2022-01-05 19:00:00
1117,Female,29,42912.81,117.23,7,North,0,2022-01-05 20:00:00
1118,Male,29,21853.1,27.81,15,North,1,2022-01-05 21:00:00
1119,Female,63,54734.54,209.85,21,South,0,2022-01-05 22:00:00
1120,Female,49,31859.82,114.68,25,West,0,2022-01-05 23:00:00
1121,Female,18,54384.91,124.52,48,North,0,2022-01-06 00:00:00
1122,Female,31,93083.87,82.64,38,North,0,2022-01-06 01:00:00
1123,Male,18,45831.79,288.41,37,West,0,2022-01-06 02:00:00
1124,Male,26,58505.93,142.07,16,West,0,2022-01-06 03:00:00
1125,Male,18,71319.67,57.72,1,North,0,2022-01-06 04:00:00
1126,Male,36,60045.24,32.71,47,South,0,2022-01-06 05:00:00
1127,Female,24,60264.72,8.85,37,South,0,2022-01-06 06:00:00
1128,Female,38,48476.76,21.69,45,East,0,2022-01-06 07:00:00
1129,Male,18,50826.2,590.11,14,East,0,2022-01-06 08:00:00
1130,Female,38,37719.81,62.66,34,East,0,2022-01-06 09:00:00
1131,Male,33,70228.81,274.75,2,South,0,2022-01-06 10:00:00
1132,Male,56,23653.15,22.44,31,East,1,2022-01-06 11:00:00
1133,Male,54,72479.59,66.48,19,North,1,2022-01-06 12:00:00
1134,Male,47,,387.83,19,South,0,2022-01-06 13:00:00
1135,Female,34,72326.93,11.47,44,South,1,2022-01-06 14:00:00
1136,Male,61,48631.28,108.16,23,East,0,2022-01-06 15:00:00
1137,Female,19,32826.36,301.85,30,North,0,2022-01-06 16:00:00
1138,Female,21,65427.38,358.73,17,North,0,2022-01-06 17:00:00
1139,Male,36,71717.82,224.5,2,South,0,2022-01-06 18:00:00
1140,Other,65,47114.58,232.5,11,South,1,2022-01-06 19:00:00
1141,Other,35,67970.99,126.73,49,East,1,2022-01-06 20:00:00
1142,Male,35,15000.0,,14,North,1,2022-01-06 21:00:00
1143,Female,20,31229.27,157.42,41,South,0,2022-01-06 22:00:00
1144,Male,49,78263.36,460.12,29,West,1,2022-01-06 23:00:00
1145,Male,49,50973.95,89.57,19,North,0,2022-01-07 00:00:00
1146,Male,47,21480.16,36.25,28,West,1,2022-01-07 01:00:00
1147,Female,30,42420.41,102.25,1,South,0,2022-01-07 02:00:00
1148,Female,29,38378.79,140.78,5,East,0,2022-01-07 03:00:00
1149,Male,22,52012.69,28.03,34,South,0,2022-01-07 04:00:00
1150,Male,39,48326.48,152.41,14,South,0,2022-01-07 05:00:00
1151,Female,25,58220.77,106.24,19,West,0,2022-01-07 06:00:00
1152,Male,23,53749.61,113.72,24,South,0,2022-01-07 07:00:00
1153,Male,32,79475.31,43.83,40,East,0,2022-01-07 08:00:00
1154,Female,32,62641.87,20.25,17,West,0,2022-01-07 09:00:00
1155,Other,31,63238.09,117.2,2,West,1,2022-01-07 10:00:00
1156,Male,43,75972.83,105.89,31,East,0,2022-01-07 11:00:00
1157,Female,38,48002.16,49.5,17,West,1,2022-01-07 12:00:00
1158,Female,34,32286.21,42.1,8,East,1,2022-01-07 13:00:00
1159,Male,40,76725.47,51.19,46,West,1,2022-01-07 14:00:00
1160,Female,26,57445.15,80.77,17,South,1,2022-01-07 15:00:00
1161,Male,39,57508.32,441.8,38,South,0,2022-01-07 16:00:00
1162,Female,39,43600.06,173.05,26,North,1,2022-01-07 17:00:00
1163,Female,19,43896.6,229.05,43,West,0,2022-01-07 18:00:00
1164,Female,49,70241.0,84.54,40,East,0,2022-01-07 19:00:00
1165,Male,27,72723.8,89.62,45,East,0,2022-01-07 20:00:00
1166,Female,39,69108.82,27.43,40,West,0,2022-01-07 21:00:00
1167,Male,51,69273.31,153.2,7,South,0,2022-01-07 22:00:00
1168,Male,49,65242.53,65.7,24,East,0,2022-01-07 23:00:00
1169,Male,38,57367.41,162.78,30,North,0,2022-01-08 00:00:00
1170,Female,33,51843.17,63.12,26,East,0,2022-01-08 01:00:00
1171,Female,49,76785.83,13.78,30,East,0,2022-01-08 02:00:00
1172,Male,46,48273.02,,35,East,0,2022-01-08 03:00:00
1173,Female,30,61659.63,200.28,2,North,0,2022-01-08 04:00:00
1174,Male,28,40527.77,35.91,44,North,0,2022-01-08 05:00:00
1175,Female,18,43132.62,36.84,4,East,0,2022-01-08 06:00:00
1176,Male,39,50749.22,318.03,5,North,0,2022-01-08 07:00:00
1177,Female,37,40529.11,128.63,48,South,0,2022-01-08 08:00:00
1178,Male,51,69361.33,14.57,2,East,0,2022-01-08 09:00:00
1179,Female,42,30735.38,18.6,31,North,1,2022-01-08 10:00:00
1180,Male,54,56786.13,38.16,27,North,0,2022-01-08 11:00:00
1181,Male,29,57385.15,108.17,24,North,0,2022-01-08 12:00:00
1182,Male,51,22405.61,167.72,45,South,1,2022-01-08 13:00:00
1183,Female,31,47061.57,38.51,4,North,0,2022-01-08 14:00:00
1184,Female,47,59602.59,245.42,28,West,0,2022-01-08 15:00:00
1185,Male,20,62717.1,13.87,5,West,0,2022-01-08 16:00:00
1186,Female,40,51322.47,27.92,27,South,1,2022-01-08 17:00:00
1187,Female,18,67183.99,422.66,44,South,0,2022-01-08 18:00:00
1188,Female,34,53032.31,17.37,47,North,0,2022-01-08 19:00:00
1189,Female,43,55245.75,262.83,5,South,0,2022-01-08 20:00:00
1190,Male,31,59529.77,,5,North,0,2022-01-08 21:00:00
1191,Male,25,71685.99,9.11,48,North,0,2022-01-08 22:00:00
1192,Female,48,42837.08,79.33,9,North,0,2022-01-08 23:00:00
1193,Female,36,46237.21,87.82,47,West,1,2022-01-09 00:00:00
1194,Female,32,42959.86,322.84,27,West,0,2022-01-09 01:00:00
1195,Male,38,49020.44,65.6,4,East,0,2022-01-09 02:00:00
1196,Male,69,80672.22,71.04,49,South,0,2022-01-09 03:00:00
1197,Female,51,65309.06,14.32,24,West,0,2022-01-09 04:00:00
1198,Female,51,,122.32,27,South,0,2022-01-09 05:00:00
1199,Female,43,44191.95,28.42,1,North,0,2022-01-09 06:00:00
1200,Female,39,61709.81,9.68,32,South,0,2022-01-09 07:00:00
1201,Female,18,38682.86,693.9,16,North,0,2022-01-09 08:00:00
1202,Male,29,41943.88,37.7,23,South,0,2022-01-09 09:00:00
1203,Male,32,79209.27,18.25,28,West,0,2022-01-09 10:00:00
1204,Female,18,43959.24,144.27,20,South,0,2022-01-09 11:00:00
1205,Female,24,72184.0,206.9,17,North,0,2022-01-09 12:00:00
1206,Male,18,77595.82,7.95,36,West,0,2022-01-09 13:00:00
1207,Male,37,41797.68,13.36,45,North,0,2022-01-09 14:00:00
1208,Female,47,38980.67,11.34,8,North,0,2022-01-09 15:00:00
1209,Male,51,50029.62,5.77,18,West,0,2022-01-09 16:00:00
1210,Male,42,35404.7,129.27,13,South,0,2022-01-09 17:00:00
1211,Female,26,,106.5,9,East,1,2022-01-09 18:00:00
1212,Female,18,51298.27,130.45,37,East,0,2022-01-09 19:00:00
1213,Female,18,61490.44,84.55,30,South,0,2022-01-09 20:00:00
1214,Male,22,80144.98,204.13,43,South,1,2022-01-09 21:00:00
1215,Female,27,69714.73,94.94,28,West,0,2022-01-09 22:00:00
1216,Male,36,63806.32,301.22,46,North,0,2022-01-09 23:00:00
1217,Male,25,19611.13,79.78,50,West,1,2022-01-10 00:00:00
1218,Female,42,62980.77,187.65,18,West,0,2022-01-10 01:00:00
1219,Female,35,86007.3,62.78,20,North,0,2022-01-10 02:00:00
1220,Female,38,15000.0,68.56,48,North,1,2022-01-10 03:00:00
1221,Female,51,67408.89,226.85,36,South,0,2022-01-10 04:00:00
1222,Female,23,52131.55,13.67,19,North,0,2022-01-10 05:00:00
1223,Male,43,39703.69,99.87,5,North,1,2022-01-10 06:00:00
1224,Male,37,69420.31,155.5,34,South,0,2022-01-10 07:00:00
1225,Male,33,85774.71,166.56,17,West,0,2022-01-10 08:00:00
1226,Male,48,68954.15,107.43,28,East,0,2022-01-10 09:00:00
1227,Other,48,,71.32,36,North,0,2022-01-10 10:00:00
1228,Male,26,38017.54,36.26,38,West,0,2022-01-10 11:00:00
1229,Female,35,57603.3,288.19,30,West,0,2022-01-10 12:00:00
1230,Female,41,70717.05,55.4,18,East,0,2022-01-10 13:00:00
1231,Female,34,48033.05,192.53,6,North,0,2022-01-10 14:00:00
1232,Female,45,49773.11,5.0,26,West,0,2022-01-10 15:00:00
1233,Female,41,105796.0,31.7,15,West,0,2022-01-10 16:00:00
1234,Female,59,74415.74,50.88,1,North,0,2022-01-10 17:00:00
1235,Male,19,75702.32,133.61,17,North,1,2022-01-10 18:00:00
1236,Female,36,28714.85,46.16,31,West,1,2022-01-10 19:00:00
1237,Male,27,42270.6,5.07,2,South,0,2022-01-10 20:00:00
1238,Male,45,56344.27,22.92,36,South,0,2022-01-10 21:00:00
1239,Female,18,36979.52,36.0,35,West,0,2022-01-10 22:00:00
1240,Male,42,83807.15,23.24,27,North,0,2022-01-10 23:00:00
1241,Female,30,80385.62,27.34,3,North,0,2022-01-11 00:00:00
1242,Female,29,45396.18,175.82,46,South,1,2022-01-11 01:00:00
1243,Female,20,87110.53,63.73,20,South,0,2022-01-11 02:00:00
1244,Male,32,54923.46,62.34,8,East,0,2022-01-11 03:00:00
1245,Male,51,101609.01,407.93,29,South,1,2022-01-11 04:00:00
1246,Female,37,57604.35,71.02,8,North,0,2022-01-11 05:00:00
1247,Male,45,65371.47,315.16,41,South,0,2022-01-11 06:00:00
1248,Other,57,80198.26,42.64,50,West,0,2022-01-11 07:00:00
1249,Other,41,,61.42,27,East,0,2022-01-11 08:00:00
1250,Female,31,64193.18,60.56,26,East,0,2022-01-11 09:00:00
1251,Male,43,52459.47,94.78,39,North,0,2022-01-11 10:00:00
1252,Male,31,64254.39,105.32,10,West,0,2022-01-11 11:00:00
1253,Female,31,40308.68,,30,South,1,2022-01-11 12:00:00
1254,Male,19,57738.41,189.34,33,East,0,2022-01-11 13:00:00
1255,Male,49,35032.46,82.35,36,East,1,2022-01-11 14:00:00
1256,Female,33,22944.13,5.0,20,West,1,2022-01-11 15:00:00
1257,Female,40,55907.68,,4,East,0,2022-01-11 16:00:00
1258,Female,25,77721.0,191.97,23,West,1,2022-01-11 17:00:00
1259,Female,43,71664.48,34.6,29,North,0,2022-01-11 18:00:00
1260,Male,28,53525.58,5.0,46,East,0,2022-01-11 19:00:00
1261,Female,36,86445.81,197.52,32,South,0,2022-01-11 20:00:00
1262,Other,48,44756.89,448.96,37,West,0,2022-01-11 21:00:00
1263,Male,47,20479.01,9.56,37,North,1,2022-01-11 22:00:00
1264,Female,37,15722.18,333.75,26,South,0,2022-01-11 23:00:00
1265,Female,18,33738.56,53.42,5,West,1,2022-01-12 00:00:00
1266,Female,73,69699.25,340.52,24,South,0,2022-01-12 01:00:00
1267,Female,58,43573.55,125.58,43,East,0,2022-01-12 02:00:00
1268,Female,46,63297.26,265.14,2,North,1,2022-01-12 03:00:00
1269,Male,28,84633.1,184.92,15,West,0,2022-01-12 04:00:00
1270,Male,36,35198.25,5.0,46,West,0,2022-01-12 05:00:00
1271,Female,31,63613.0,8.12,46,North,1,2022-01-12 06:00:00
1272,Female,53,64701.34,89.52,40,South,0,2022-01-12 07:00:00
1273,Female,41,39506.72,,8,North,0,2022-01-12 08:00:00
1274,Female,28,79375.8,74.17,37,North,0,2022-01-12 09:00:00
1275,Female,32,49821.27,371.15,37,North,0,2022-01-12 10:00:00
1276,Female,51,48092.45,41.91,14,North,0,2022-01-12 11:00:00
1277,Female,57,93009.04,80.55,5,East,0,2022-01-12 12:00:00
1278,Female,56,64409.8,58.19,9,West,1,2022-01-12 13:00:00
1279,Female,47,71655.23,,22,South,0,2022-01-12 14:00:00
1280,Female,34,79388.07,25.86,43,South,0,2022-01-12 15:00:00
1281,Female,18,43291.47,36.12,49,North,0,2022-01-12 16:00:00
1282,Male,41,77496.78,234.88,44,North,1,2022-01-12 17:00:00
1283,Male,37,45965.91,200.13,44,South,0,2022-01-12 18:00:00
1284,Male,39,45196.78,186.82,48,South,0,2022-01-12 19:00:00
1285,Female,38,50104.0,176.84,30,East,1,2022-01-12 20:00:00
1286,Male,22,43802.83,73.82,33,North,0,2022-01-12 21:00:00
1287,Male,44,69798.82,156.63,50,South,0,2022-01-12 22:00:00
1288,Female,45,59809.79,58.77,38,West,0,2022-01-12 23:00:00
1289,Male,46,46157.96,12.74,37,East,0,2022-01-13 00:00:00
1290,Female,49,67141.09,59.98,50,East,0,2022-01-13 01:00:00
1291,Male,45,50046.72,20.73,45,North,0,2022-01-13 02:00:00
1292,Male,33,49094.73,59.48,38,East,0,2022-01-13 03:00:00
1293,Female,37,55876.31,42.36,7,East,0,2022-01-13 04:00:00
1294,Male,39,63342.29,109.7,3,West,0,2022-01-13 05:00:00
1295,Male,39,62017.26,53.84,43,East,0,2022-01-13 06:00:00
1296,Female,49,48461.51,146.73,40,West,0,2022-01-13 07:00:00
1297,Female,45,70248.0,86.13,32,East,0,2022-01-13 08:00:00
1298,Male,62,50996.91,302.33,36,East,0,2022-01-13 09:00:00
1299,Female,64,43210.28,11.45,42,North,0,2022-01-13 10:00:00
1300,Male,38,28575.61,139.66,41,North,0,2022-01-13 11:00:00
1301,Male,18,72697.21,133.91,45,North,0,2022-01-13 12:00:00
1302,Female,52,55223.02,361.0,19,North,0,2022-01-13 13:00:00
1303,Female,31,58795.7,55.74,31,South,0,2022-01-13 14:00:00
1304,Female,28,73824.45,43.74,30,North,0,2022-01-13 15:00:00
1305,Female,33,46406.69,22.71,47,North,1,2022-01-13 16:00:00
1306,Other,32,,36.99,37,North,1,2022-01-13 17:00:00
1307,Female,45,56256.05,83.63,25,East,0,2022-01-13 18:00:00
1308,Male,19,60543.31,218.21,13,East,0,2022-01-13 19:00:00
1309,Female,25,50268.72,40.14,12,East,0,2022-01-13 20:00:00
1310,Male,42,81527.28,20.6,9,North,0,2022-01-13 21:00:00
1311,Male,45,15000.0,38.12,40,West,1,2022-01-13 22:00:00
1312,Male,45,75161.02,12.77,9,South,0,2022-01-13 23:00:00
1313,Male,28,69240.77,313.58,45,West,1,2022-01-14 00:00:00
1314,Other,26,63221.87,247.27,27,West,0,2022-01-14 01:00:00
1315,Female,31,15000.0,44.27,41,West,1,2022-01-14 02:00:00
1316,Female,40,78110.0,34.04,31,West,0,2022-01-14 03:00:00
1317,Male,55,36524.19,282.97,6,South,0,2022-01-14 04:00:00
1318,Male,18,45861.54,5.0,29,West,0,2022-01-14 05:00:00
1319,Male,35,51929.33,110.13,30,North,0,2022-01-14 06:00:00
1320,Male,22,62333.52,297.24,38,West,1,2022-01-14 07:00:00
1321,Female,18,66509.7,85.25,11,South,1,2022-01-14 08:00:00
1322,Female,49,71071.13,5.0,42,South,0,2022-01-14 09:00:00
1323,Female,44,69685.36,29.64,46,West,0,2022-01-14 10:00:00
1324,Male,43,59552.69,306.81,6,North,0,2022-01-14 11:00:00
1325,Female,49,62486.61,5.0,39,West,1,2022-01-14 12:00:00
1326,Female,32,35366.43,60.26,41,East,0,2022-01-14 13:00:00
1327,Female,32,41481.52,187.13,31,South,0,2022-01-14 14:00:00
1328,Female,64,71118.28,218.49,35,West,0,2022-01-14 15:00:00
1329,Male,35,70069.77,77.92,12,East,0,2022-01-14 16:00:00
1330,Male,46,68028.39,31.75,48,North,0,2022-01-14 17:00:00
1331,Male,38,45740.5,109.87,45,East,0,2022-01-14 18:00:00
1332,Female,18,71388.86,36.75,6,South,0,2022-01-14 19:00:00
1333,Male,18,34097.6,35.37,45,East,1,2022-01-14 20:00:00
1334,Male,31,74392.48,197.78,26,East,0,2022-01-14 21:00:00
1335,Male,50,50304.33,20.11,37,East,0,2022-01-14 22:00:00
1336,Male,47,85315.07,5.0,32,North,0,2022-01-14 23:00:00
1337,Female,48,27614.04,49.28,4,North,1,2022-01-15 00:00:00
1338,Female,26,86741.27,81.03,40,North,0,2022-01-15 01:00:00
1339,Male,57,48493.64,146.53,3,North,0,2022-01-15 02:00:00
1340,Male,26,48169.37,182.31,2,West,0,2022-01-15 03:00:00
1341,Female,40,58507.1,130.71,20,East,0,2022-01-15 04:00:00
1342,Male,37,42452.58,118.18,19,South,0,2022-01-15 05:00:00
1343,Male,35,53698.08,131.5,39,East,0,2022-01-15 06:00:00
1344,Male,54,,38.02,12,West,0,2022-01-15 07:00:00
1345,Male,29,42380.86,57.82,36,East,0,2022-01-15 08:00:00
1346,Female,21,63763.95,114.99,42,East,0,2022-01-15 09:00:00
1347,Female,38,38771.82,8.14,28,South,0,2022-01-15 10:00:00
1348,Male,33,41172.5,42.0,9,South,0,2022-01-15 11:00:00
1349,Female,75,30289.76,62.59,44,South,1,2022-01-15 12:00:00
1350,Female,46,45929.25,91.48,11,East,0,2022-01-15 13:00:00
1351,Female,33,78608.84,79.98,30,West,0,2022-01-15 14:00:00
1352,Female,25,39773.19,151.96,2,North,0,2022-01-15 15:00:00
1353,Female,18,41830.6,76.96,38,North,1,2022-01-15 16:00:00
1354,Male,25,58490.6,281.37,38,East,0,2022-01-15 17:00:00
1355,Male,39,48325.66,57.43,33,North,0,2022-01-15 18:00:00
1356,Female,55,95106.78,89.43,7,North,0,2022-01-15 19:00:00
1357,Male,51,52074.5,5.0,44,East,0,2022-01-15 20:00:00
1358,Female,40,61033.93,44.61,21,East,0,2022-01-15 21:00:00
1359,Female,34,71987.84,241.7,12,West,0,2022-01-15 22:00:00
1360,Female,41,71642.4,48.7,21,North,0,2022-01-15 23:00:00
1361,Male,31,59199.18,35.03,23,East,0,2022-01-16 00:00:00
1362,Female,58,52099.71,94.11,6,North,1,2022-01-16 01:00:00
1363,Male,35,91432.51,9.84,14,South,0,2022-01-16 02:00:00
1364,Female,36,53204.32,91.01,32,South,0,2022-01-16 03:00:00
1365,Female,18,47049.58,43.43,49,West,1,2022-01-16 04:00:00
1366,Male,35,43374.72,57.97,49,East,0,2022-01-16 05:00:00
1367,Other,48,23917.54,188.06,50,North,0,2022-01-16 06:00:00
1368,Female,25,69789.08,130.15,45,South,0,2022-01-16 07:00:00
1369,Male,28,15000.0,70.89,13,East,1,2022-01-16 08:00:00
1370,Male,47,54896.99,103.39,27,South,0,2022-01-16 09:00:00
1371,Male,20,51312.51,174.73,11,South,0,2022-01-16 10:00:00
1372,Male,50,95319.37,164.35,32,East,0,2022-01-16 11:00:00
1373,Male,31,22030.28,24.6,3,South,1,2022-01-16 12:00:00
1374,Female,33,38780.14,42.96,49,East,0,2022-01-16 13:00:00
1375,Male,24,52550.26,51.37,2,West,0,2022-01-16 14:00:00
1376,Male,42,51444.47,24.92,30,East,0,2022-01-16 15:00:00
1377,Female,67,45108.2,5.0,2,South,0,2022-01-16 16:00:00
1378,Male,47,53542.22,22.93,39,South,0,2022-01-16 17:00:00
1379,Female,27,32327.87,198.18,29,North,0,2022-01-16 18:00:00
1380,Male,51,61429.47,94.74,22,West,0,2022-01-16 19:00:00
1381,Male,34,15000.0,50.16,25,South,1,2022-01-16 20:00:00
1382,Female,54,54536.15,112.48,42,West,0,2022-01-16 21:00:00
1383,Female,47,44193.58,161.57,46,North,0,2022-01-16 22:00:00
1384,Female,18,73293.18,52.51,19,West,0,2022-01-16 23:00:00
1385,Female,25,86595.6,75.3,49,East,0,2022-01-17 00:00:00
1386,Female,49,49041.06,7.96,16,West,0,2022-01-17 01:00:00
1387,Male,39,80033.07,109.09,17,South,0,2022-01-17 02:00:00
1388,Male,25,49309.91,52.88,50,South,0,2022-01-17 03:00:00
